runinfo	epfile	date	sessionTime	run	trial	xdat	lat	fstCorrect	ErrCorr	AS	Count	Desc
002_y2_run1	A002_y2_Eprime_run1	02-27-2014	13:18:51	1	1	164	473	TRUE	FALSE	ASNue	1	
002_y2_run1	A002_y2_Eprime_run1	02-27-2014	13:18:51	1	2	181	493	TRUE	FALSE	ASRew	1	
002_y2_run1	A002_y2_Eprime_run1	02-27-2014	13:18:51	1	3	166	437	TRUE	FALSE	ASNue	1	
002_y2_run1	A002_y2_Eprime_run1	02-27-2014	13:18:51	1	4	186	457	TRUE	FALSE	ASRew	1	
002_y2_run1	A002_y2_Eprime_run1	02-27-2014	13:18:51	1	5	184	NA	FALSE	FALSE	ASRew	-1	average fixpos(67.637500) is off from baseline(130.500000)!
002_y2_run1	A002_y2_Eprime_run1	02-27-2014	13:18:51	1	6	162	525	TRUE	FALSE	ASNue	1	
002_y2_run1	A002_y2_Eprime_run1	02-27-2014	13:18:51	1	7	186	449	TRUE	FALSE	ASRew	1	
002_y2_run1	A002_y2_Eprime_run1	02-27-2014	13:18:51	1	8	166	385	TRUE	FALSE	ASNue	1	
002_y2_run1	A002_y2_Eprime_run1	02-27-2014	13:18:51	1	9	161	449	FALSE	TRUE	ASNue	2	
002_y2_run1	A002_y2_Eprime_run1	02-27-2014	13:18:51	1	10	185	385	TRUE	FALSE	ASRew	1	
002_y2_run1	A002_y2_Eprime_run1	02-27-2014	13:18:51	1	11	181	557	TRUE	FALSE	ASRew	1	
002_y2_run1	A002_y2_Eprime_run1	02-27-2014	13:18:51	1	12	185	433	TRUE	FALSE	ASRew	1	
002_y2_run1	A002_y2_Eprime_run1	02-27-2014	13:18:51	1	13	163	409	TRUE	FALSE	ASNue	1	
002_y2_run1	A002_y2_Eprime_run1	02-27-2014	13:18:51	1	14	182	469	TRUE	FALSE	ASRew	1	
002_y2_run1	A002_y2_Eprime_run1	02-27-2014	13:18:51	1	15	161	493	TRUE	FALSE	ASNue	1	
002_y2_run1	A002_y2_Eprime_run1	02-27-2014	13:18:51	1	16	164	333	TRUE	FALSE	ASNue	1	
002_y2_run1	A002_y2_Eprime_run1	02-27-2014	13:18:51	1	17	163	465	TRUE	FALSE	ASNue	1	
002_y2_run1	A002_y2_Eprime_run1	02-27-2014	13:18:51	1	18	184	NA	FALSE	FALSE	ASRew	-1	moving (4.074 px/60Hz) before target onset
002_y2_run1	A002_y2_Eprime_run1	02-27-2014	13:18:51	1	19	166	121	FALSE	TRUE	ASNue	2	
002_y2_run1	A002_y2_Eprime_run1	02-27-2014	13:18:51	1	20	182	NA	FALSE	FALSE	ASRew	-1	blink before target onset
002_y2_run1	A002_y2_Eprime_run1	02-27-2014	13:18:51	1	21	165	NA	FALSE	FALSE	ASNue	-1	blink before target onset
002_y2_run1	A002_y2_Eprime_run1	02-27-2014	13:18:51	1	22	161	185	FALSE	TRUE	ASNue	2	
002_y2_run1	A002_y2_Eprime_run1	02-27-2014	13:18:51	1	23	165	NA	FALSE	FALSE	ASNue	-1	3 samples > 12 px (10.00 max) from 166.29 (base)
002_y2_run1	A002_y2_Eprime_run1	02-27-2014	13:18:51	1	24	181	NA	FALSE	FALSE	ASRew	-1	moving (6.392 px/60Hz) before target onset
002_y2_run1	A002_y2_Eprime_run1	02-27-2014	13:18:51	1	25	186	301	TRUE	FALSE	ASRew	1	
002_y2_run1	A002_y2_Eprime_run1	02-27-2014	13:18:51	1	26	183	105	TRUE	FALSE	ASRew	1	
002_y2_run1	A002_y2_Eprime_run1	02-27-2014	13:18:51	1	27	183	NA	FALSE	FALSE	ASRew	-1	blink ends before any saccades
002_y2_run1	A002_y2_Eprime_run1	02-27-2014	13:18:51	1	28	162	NA	FALSE	FALSE	ASNue	-1	4 samples > 51 px (10.00 max) from 130.57 (base)
002_y2_run2	A002_y2_Eprime_run2	02-27-2014	13:38:05	2	1	165	413	TRUE	FALSE	ASNue	1	
002_y2_run2	A002_y2_Eprime_run2	02-27-2014	13:38:05	2	2	181	405	TRUE	FALSE	ASRew	1	
002_y2_run2	A002_y2_Eprime_run2	02-27-2014	13:38:05	2	3	183	521	TRUE	FALSE	ASRew	1	
002_y2_run2	A002_y2_Eprime_run2	02-27-2014	13:38:05	2	4	166	561	TRUE	FALSE	ASNue	1	
002_y2_run2	A002_y2_Eprime_run2	02-27-2014	13:38:05	2	5	163	NA	FALSE	FALSE	ASNue	-1	no saccades within sac.time(1.450)
002_y2_run2	A002_y2_Eprime_run2	02-27-2014	13:38:05	2	6	161	453	TRUE	FALSE	ASNue	1	
002_y2_run2	A002_y2_Eprime_run2	02-27-2014	13:38:05	2	7	162	NA	FALSE	FALSE	ASNue	-1	no saccades (getSacs)
002_y2_run2	A002_y2_Eprime_run2	02-27-2014	13:38:05	2	8	185	389	TRUE	FALSE	ASRew	1	
002_y2_run2	A002_y2_Eprime_run2	02-27-2014	13:38:05	2	9	184	497	TRUE	FALSE	ASRew	1	
002_y2_run2	A002_y2_Eprime_run2	02-27-2014	13:38:05	2	10	161	569	TRUE	FALSE	ASNue	1	
002_y2_run2	A002_y2_Eprime_run2	02-27-2014	13:38:05	2	11	186	NA	FALSE	FALSE	ASRew	-1	moving (5.673 px/60Hz) before target onset
002_y2_run2	A002_y2_Eprime_run2	02-27-2014	13:38:05	2	12	162	NA	FALSE	FALSE	ASNue	-1	moving (14.808 px/60Hz) before target onset
002_y2_run2	A002_y2_Eprime_run2	02-27-2014	13:38:05	2	13	164	413	TRUE	FALSE	ASNue	1	
002_y2_run2	A002_y2_Eprime_run2	02-27-2014	13:38:05	2	14	165	NA	FALSE	FALSE	ASNue	-1	4 samples > 89 px (10.00 max) from 136.31 (base)
002_y2_run2	A002_y2_Eprime_run2	02-27-2014	13:38:05	2	15	186	NA	FALSE	FALSE	ASRew	-1	moving (12.458 px/60Hz) before target onset
002_y2_run2	A002_y2_Eprime_run2	02-27-2014	13:38:05	2	16	181	NA	FALSE	FALSE	ASRew	-1	4 samples > 16 px (10.00 max) from 165.50 (base)
002_y2_run2	A002_y2_Eprime_run2	02-27-2014	13:38:05	2	17	161	NA	FALSE	FALSE	ASNue	-1	moving (33.483 px/60Hz) before target onset
002_y2_run2	A002_y2_Eprime_run2	02-27-2014	13:38:05	2	18	166	NA	FALSE	FALSE	ASNue	-1	blink before target onset
002_y2_run2	A002_y2_Eprime_run2	02-27-2014	13:38:05	2	19	165	NA	FALSE	FALSE	ASNue	-1	average fixpos(19.700000) is off from baseline(130.500000)!
002_y2_run2	A002_y2_Eprime_run2	02-27-2014	13:38:05	2	20	183	NA	FALSE	FALSE	ASRew	-1	4 samples > 20 px (10.00 max) from 156.30 (base)
002_y2_run2	A002_y2_Eprime_run2	02-27-2014	13:38:05	2	21	164	NA	FALSE	FALSE	ASNue	-1	4 samples > 68 px (10.00 max) from 136.20 (base)
002_y2_run2	A002_y2_Eprime_run2	02-27-2014	13:38:05	2	22	163	NA	FALSE	FALSE	ASNue	-1	average fixpos(192.975000) is off from baseline(130.500000)!
002_y2_run2	A002_y2_Eprime_run2	02-27-2014	13:38:05	2	23	184	NA	FALSE	FALSE	ASRew	-1	moving (30.892 px/60Hz) before target onset
002_y2_run2	A002_y2_Eprime_run2	02-27-2014	13:38:05	2	24	182	NA	FALSE	FALSE	ASRew	-1	blink before target onset
002_y2_run2	A002_y2_Eprime_run2	02-27-2014	13:38:05	2	25	166	NA	FALSE	FALSE	ASNue	-1	moving (7.229 px/60Hz) before target onset
002_y2_run2	A002_y2_Eprime_run2	02-27-2014	13:38:05	2	26	182	NA	FALSE	FALSE	ASRew	-1	blink before target onset
002_y2_run2	A002_y2_Eprime_run2	02-27-2014	13:38:05	2	27	186	NA	FALSE	FALSE	ASRew	-1	blink before target onset
002_y2_run2	A002_y2_Eprime_run2	02-27-2014	13:38:05	2	28	181	NA	FALSE	FALSE	ASRew	-1	blink before target onset
002_y2_run3	A002_y2_Eprime_run3	02-27-2014	13:44:13	3	1	182	381	TRUE	FALSE	ASRew	1	
002_y2_run3	A002_y2_Eprime_run3	02-27-2014	13:44:13	3	2	185	385	TRUE	FALSE	ASRew	1	
002_y2_run3	A002_y2_Eprime_run3	02-27-2014	13:44:13	3	3	181	629	TRUE	FALSE	ASRew	1	
002_y2_run3	A002_y2_Eprime_run3	02-27-2014	13:44:13	3	4	161	485	TRUE	FALSE	ASNue	1	
002_y2_run3	A002_y2_Eprime_run3	02-27-2014	13:44:13	3	5	164	413	FALSE	TRUE	ASNue	2	
002_y2_run3	A002_y2_Eprime_run3	02-27-2014	13:44:13	3	6	186	440	TRUE	FALSE	ASRew	1	
002_y2_run3	A002_y2_Eprime_run3	02-27-2014	13:44:13	3	7	165	513	TRUE	FALSE	ASNue	1	
002_y2_run3	A002_y2_Eprime_run3	02-27-2014	13:44:13	3	8	163	401	TRUE	FALSE	ASNue	1	
002_y2_run3	A002_y2_Eprime_run3	02-27-2014	13:44:13	3	9	164	401	TRUE	FALSE	ASNue	1	
002_y2_run3	A002_y2_Eprime_run3	02-27-2014	13:44:13	3	10	184	417	TRUE	FALSE	ASRew	1	
002_y2_run3	A002_y2_Eprime_run3	02-27-2014	13:44:13	3	11	183	649	TRUE	FALSE	ASRew	1	
002_y2_run3	A002_y2_Eprime_run3	02-27-2014	13:44:13	3	12	183	829	TRUE	FALSE	ASRew	1	
002_y2_run3	A002_y2_Eprime_run3	02-27-2014	13:44:13	3	13	182	577	TRUE	FALSE	ASRew	1	
002_y2_run3	A002_y2_Eprime_run3	02-27-2014	13:44:13	3	14	161	345	FALSE	TRUE	ASNue	2	
002_y2_run3	A002_y2_Eprime_run3	02-27-2014	13:44:13	3	15	165	453	TRUE	FALSE	ASNue	1	
002_y2_run3	A002_y2_Eprime_run3	02-27-2014	13:44:13	3	16	162	509	TRUE	FALSE	ASNue	1	
002_y2_run3	A002_y2_Eprime_run3	02-27-2014	13:44:13	3	17	166	561	TRUE	FALSE	ASNue	1	
002_y2_run3	A002_y2_Eprime_run3	02-27-2014	13:44:13	3	18	185	NA	FALSE	FALSE	ASRew	-1	moving (6.207 px/60Hz) before target onset
002_y2_run3	A002_y2_Eprime_run3	02-27-2014	13:44:13	3	19	184	NA	FALSE	FALSE	ASRew	-1	moving (14.719 px/60Hz) before target onset
002_y2_run3	A002_y2_Eprime_run3	02-27-2014	13:44:13	3	20	186	461	TRUE	FALSE	ASRew	1	
002_y2_run3	A002_y2_Eprime_run3	02-27-2014	13:44:13	3	21	166	409	TRUE	FALSE	ASNue	1	
002_y2_run3	A002_y2_Eprime_run3	02-27-2014	13:44:13	3	22	186	469	TRUE	FALSE	ASRew	1	
002_y2_run3	A002_y2_Eprime_run3	02-27-2014	13:44:13	3	23	163	577	TRUE	FALSE	ASNue	1	
002_y2_run3	A002_y2_Eprime_run3	02-27-2014	13:44:13	3	24	181	489	TRUE	FALSE	ASRew	1	
002_y2_run3	A002_y2_Eprime_run3	02-27-2014	13:44:13	3	25	161	453	TRUE	FALSE	ASNue	1	
002_y2_run3	A002_y2_Eprime_run3	02-27-2014	13:44:13	3	26	181	585	TRUE	FALSE	ASRew	1	
002_y2_run3	A002_y2_Eprime_run3	02-27-2014	13:44:13	3	27	162	469	TRUE	FALSE	ASNue	1	
002_y2_run3	A002_y2_Eprime_run3	02-27-2014	13:44:13	3	28	166	481	TRUE	FALSE	ASNue	1	
002_y2_run4	A002_y2_Eprime_run4	02-27-2014	13:50:26	4	1	162	521	TRUE	FALSE	ASNue	1	
002_y2_run4	A002_y2_Eprime_run4	02-27-2014	13:50:26	4	2	185	489	TRUE	FALSE	ASRew	1	
002_y2_run4	A002_y2_Eprime_run4	02-27-2014	13:50:26	4	3	181	NA	FALSE	FALSE	ASRew	-1	no saccades (getSacs)
002_y2_run4	A002_y2_Eprime_run4	02-27-2014	13:50:26	4	4	165	441	FALSE	TRUE	ASNue	2	
002_y2_run4	A002_y2_Eprime_run4	02-27-2014	13:50:26	4	5	185	413	TRUE	FALSE	ASRew	1	
002_y2_run4	A002_y2_Eprime_run4	02-27-2014	13:50:26	4	6	181	521	TRUE	FALSE	ASRew	1	
002_y2_run4	A002_y2_Eprime_run4	02-27-2014	13:50:26	4	7	164	629	TRUE	FALSE	ASNue	1	
002_y2_run4	A002_y2_Eprime_run4	02-27-2014	13:50:26	4	8	166	488	TRUE	FALSE	ASNue	1	
002_y2_run4	A002_y2_Eprime_run4	02-27-2014	13:50:26	4	9	165	488	TRUE	FALSE	ASNue	1	
002_y2_run4	A002_y2_Eprime_run4	02-27-2014	13:50:26	4	10	182	489	FALSE	TRUE	ASRew	2	
002_y2_run4	A002_y2_Eprime_run4	02-27-2014	13:50:26	4	11	184	421	TRUE	FALSE	ASRew	1	
002_y2_run4	A002_y2_Eprime_run4	02-27-2014	13:50:26	4	12	181	425	TRUE	FALSE	ASRew	1	
002_y2_run4	A002_y2_Eprime_run4	02-27-2014	13:50:26	4	13	162	413	TRUE	FALSE	ASNue	1	
002_y2_run4	A002_y2_Eprime_run4	02-27-2014	13:50:26	4	14	161	361	FALSE	TRUE	ASNue	2	
002_y2_run4	A002_y2_Eprime_run4	02-27-2014	13:50:26	4	15	186	409	FALSE	TRUE	ASRew	2	
002_y2_run4	A002_y2_Eprime_run4	02-27-2014	13:50:26	4	16	166	341	FALSE	TRUE	ASNue	2	
002_y2_run4	A002_y2_Eprime_run4	02-27-2014	13:50:26	4	17	183	413	TRUE	FALSE	ASRew	1	
002_y2_run4	A002_y2_Eprime_run4	02-27-2014	13:50:26	4	18	184	625	TRUE	FALSE	ASRew	1	
002_y2_run4	A002_y2_Eprime_run4	02-27-2014	13:50:26	4	19	163	553	TRUE	FALSE	ASNue	1	
002_y2_run4	A002_y2_Eprime_run4	02-27-2014	13:50:26	4	20	161	337	FALSE	TRUE	ASNue	2	
002_y2_run4	A002_y2_Eprime_run4	02-27-2014	13:50:26	4	21	166	281	FALSE	TRUE	ASNue	2	
002_y2_run4	A002_y2_Eprime_run4	02-27-2014	13:50:26	4	22	186	413	TRUE	FALSE	ASRew	1	
002_y2_run4	A002_y2_Eprime_run4	02-27-2014	13:50:26	4	23	186	409	FALSE	TRUE	ASRew	2	
002_y2_run4	A002_y2_Eprime_run4	02-27-2014	13:50:26	4	24	163	473	TRUE	FALSE	ASNue	1	
002_y2_run4	A002_y2_Eprime_run4	02-27-2014	13:50:26	4	25	161	469	FALSE	TRUE	ASNue	2	
002_y2_run4	A002_y2_Eprime_run4	02-27-2014	13:50:26	4	26	183	NA	FALSE	FALSE	ASRew	-1	moving (4.138 px/60Hz) before target onset
002_y2_run4	A002_y2_Eprime_run4	02-27-2014	13:50:26	4	27	182	453	TRUE	FALSE	ASRew	1	
002_y2_run4	A002_y2_Eprime_run4	02-27-2014	13:50:26	4	28	164	681	TRUE	FALSE	ASNue	1	
002_y3_run1	A002_y3_Eprime_run1	03-03-2015	16:34:02	1	1	164	557	TRUE	FALSE	ASNue	1	
002_y3_run1	A002_y3_Eprime_run1	03-03-2015	16:34:02	1	2	181	521	TRUE	FALSE	ASRew	1	
002_y3_run1	A002_y3_Eprime_run1	03-03-2015	16:34:02	1	3	166	441	TRUE	FALSE	ASNue	1	
002_y3_run1	A002_y3_Eprime_run1	03-03-2015	16:34:02	1	4	186	449	TRUE	FALSE	ASRew	1	
002_y3_run1	A002_y3_Eprime_run1	03-03-2015	16:34:02	1	5	184	457	TRUE	FALSE	ASRew	1	
002_y3_run1	A002_y3_Eprime_run1	03-03-2015	16:34:02	1	6	162	NA	FALSE	FALSE	ASNue	-1	no saccades (getSacs)
002_y3_run1	A002_y3_Eprime_run1	03-03-2015	16:34:02	1	7	186	649	TRUE	FALSE	ASRew	1	
002_y3_run1	A002_y3_Eprime_run1	03-03-2015	16:34:02	1	8	166	NA	FALSE	FALSE	ASNue	-1	blink before target onset
002_y3_run1	A002_y3_Eprime_run1	03-03-2015	16:34:02	1	9	161	NA	FALSE	FALSE	ASNue	-1	no saccades (getSacs)
002_y3_run1	A002_y3_Eprime_run1	03-03-2015	16:34:02	1	10	185	389	TRUE	FALSE	ASRew	1	
002_y3_run1	A002_y3_Eprime_run1	03-03-2015	16:34:02	1	11	181	413	TRUE	FALSE	ASRew	1	
002_y3_run1	A002_y3_Eprime_run1	03-03-2015	16:34:02	1	12	185	409	TRUE	FALSE	ASRew	1	
002_y3_run1	A002_y3_Eprime_run1	03-03-2015	16:34:02	1	13	163	441	TRUE	FALSE	ASNue	1	
002_y3_run1	A002_y3_Eprime_run1	03-03-2015	16:34:02	1	14	182	621	TRUE	FALSE	ASRew	1	
002_y3_run1	A002_y3_Eprime_run1	03-03-2015	16:34:02	1	15	161	485	TRUE	FALSE	ASNue	1	
002_y3_run1	A002_y3_Eprime_run1	03-03-2015	16:34:02	1	16	164	793	TRUE	FALSE	ASNue	1	
002_y3_run1	A002_y3_Eprime_run1	03-03-2015	16:34:02	1	17	163	NA	FALSE	FALSE	ASNue	-1	blink before target onset
002_y3_run1	A002_y3_Eprime_run1	03-03-2015	16:34:02	1	18	184	NA	FALSE	FALSE	ASRew	-1	blink before target onset
002_y3_run1	A002_y3_Eprime_run1	03-03-2015	16:34:02	1	19	166	NA	FALSE	FALSE	ASNue	-1	average fixpos(187.675000) is off from baseline(130.500000)!
002_y3_run1	A002_y3_Eprime_run1	03-03-2015	16:34:02	1	20	182	NA	FALSE	FALSE	ASRew	-1	blink before target onset
002_y3_run1	A002_y3_Eprime_run1	03-03-2015	16:34:02	1	21	165	513	TRUE	FALSE	ASNue	1	
002_y3_run1	A002_y3_Eprime_run1	03-03-2015	16:34:02	1	22	161	NA	FALSE	FALSE	ASNue	-1	moving (33.827 px/60Hz) before target onset
002_y3_run1	A002_y3_Eprime_run1	03-03-2015	16:34:02	1	23	165	NA	FALSE	FALSE	ASNue	-1	4 samples > 10 px (10.00 max) from 87.24 (base)
002_y3_run1	A002_y3_Eprime_run1	03-03-2015	16:34:02	1	24	181	NA	FALSE	FALSE	ASRew	-1	moving (-Inf px/60Hz) before target onset
002_y3_run1	A002_y3_Eprime_run1	03-03-2015	16:34:02	1	25	186	NA	FALSE	FALSE	ASRew	-1	< 30% tracking for samples of interest
002_y3_run1	A002_y3_Eprime_run1	03-03-2015	16:34:02	1	26	183	NA	FALSE	FALSE	ASRew	-1	4 samples > 12 px (10.00 max) from 129.57 (base)
002_y3_run1	A002_y3_Eprime_run1	03-03-2015	16:34:02	1	27	183	NA	FALSE	FALSE	ASRew	-1	moving (5.688 px/60Hz) before target onset
002_y3_run1	A002_y3_Eprime_run1	03-03-2015	16:34:02	1	28	162	NA	FALSE	FALSE	ASNue	-1	3 samples > 79 px (10.00 max) from 131.90 (base)
002_y3_run2	A002_y3_Eprime_run2	03-03-2015	16:40:42	2	1	165	173	FALSE	TRUE	ASNue	2	
002_y3_run2	A002_y3_Eprime_run2	03-03-2015	16:40:42	2	2	181	225	TRUE	FALSE	ASRew	1	
002_y3_run2	A002_y3_Eprime_run2	03-03-2015	16:40:42	2	3	183	421	TRUE	FALSE	ASRew	1	
002_y3_run2	A002_y3_Eprime_run2	03-03-2015	16:40:42	2	4	166	449	TRUE	FALSE	ASNue	1	
002_y3_run2	A002_y3_Eprime_run2	03-03-2015	16:40:42	2	5	163	533	TRUE	FALSE	ASNue	1	
002_y3_run2	A002_y3_Eprime_run2	03-03-2015	16:40:42	2	6	161	NA	FALSE	FALSE	ASNue	-1	moving (-Inf px/60Hz) before target onset
002_y3_run2	A002_y3_Eprime_run2	03-03-2015	16:40:42	2	7	162	NA	FALSE	FALSE	ASNue	-1	blink before target onset
002_y3_run2	A002_y3_Eprime_run2	03-03-2015	16:40:42	2	8	185	NA	FALSE	FALSE	ASRew	-1	moving (5.525 px/60Hz) before target onset
002_y3_run2	A002_y3_Eprime_run2	03-03-2015	16:40:42	2	9	184	681	TRUE	FALSE	ASRew	1	
002_y3_run2	A002_y3_Eprime_run2	03-03-2015	16:40:42	2	10	161	NA	FALSE	FALSE	ASNue	-1	blink before target onset
002_y3_run2	A002_y3_Eprime_run2	03-03-2015	16:40:42	2	11	186	657	TRUE	FALSE	ASRew	1	
002_y3_run2	A002_y3_Eprime_run2	03-03-2015	16:40:42	2	12	162	NA	FALSE	FALSE	ASNue	-1	blink before target onset
002_y3_run2	A002_y3_Eprime_run2	03-03-2015	16:40:42	2	13	164	NA	FALSE	FALSE	ASNue	-1	blink before target onset
002_y3_run2	A002_y3_Eprime_run2	03-03-2015	16:40:42	2	14	165	NA	FALSE	FALSE	ASNue	-1	blink before target onset
002_y3_run2	A002_y3_Eprime_run2	03-03-2015	16:40:42	2	15	186	NA	FALSE	FALSE	ASRew	-1	blink before target onset
002_y3_run2	A002_y3_Eprime_run2	03-03-2015	16:40:42	2	16	181	NA	FALSE	FALSE	ASRew	-1	moving (9.839 px/60Hz) before target onset
002_y3_run2	A002_y3_Eprime_run2	03-03-2015	16:40:42	2	17	161	NA	FALSE	FALSE	ASNue	-1	blink before target onset
002_y3_run2	A002_y3_Eprime_run2	03-03-2015	16:40:42	2	18	166	NA	FALSE	FALSE	ASNue	-1	average fixpos(236.700000) is off from baseline(130.500000)!
002_y3_run2	A002_y3_Eprime_run2	03-03-2015	16:40:42	2	19	165	NA	FALSE	FALSE	ASNue	-1	1st good sac too soon
002_y3_run2	A002_y3_Eprime_run2	03-03-2015	16:40:42	2	20	183	NA	FALSE	FALSE	ASRew	-1	< 30% tracking for samples of interest
002_y3_run2	A002_y3_Eprime_run2	03-03-2015	16:40:42	2	21	164	429	TRUE	FALSE	ASNue	1	
002_y3_run2	A002_y3_Eprime_run2	03-03-2015	16:40:42	2	22	163	NA	FALSE	FALSE	ASNue	-1	no saccades (getSacs)
002_y3_run2	A002_y3_Eprime_run2	03-03-2015	16:40:42	2	23	184	NA	FALSE	FALSE	ASRew	-1	blink before target onset
002_y3_run2	A002_y3_Eprime_run2	03-03-2015	16:40:42	2	24	182	NA	FALSE	FALSE	ASRew	-1	blink before target onset
002_y3_run2	A002_y3_Eprime_run2	03-03-2015	16:40:42	2	25	166	NA	FALSE	FALSE	ASNue	-1	average fixpos(NaN) is off from baseline(130.500000)!
002_y3_run2	A002_y3_Eprime_run2	03-03-2015	16:40:42	2	26	182	NA	FALSE	FALSE	ASRew	-1	blink before target onset
002_y3_run2	A002_y3_Eprime_run2	03-03-2015	16:40:42	2	27	186	NA	FALSE	FALSE	ASRew	-1	blink before target onset
002_y3_run2	A002_y3_Eprime_run2	03-03-2015	16:40:42	2	28	181	1253	FALSE	FALSE	ASRew	0	
002_y3_run3	A002_y3_Eprime_run3	03-03-2015	16:46:48	3	1	182	573	TRUE	FALSE	ASRew	1	
002_y3_run3	A002_y3_Eprime_run3	03-03-2015	16:46:48	3	2	185	NA	FALSE	FALSE	ASRew	-1	blink before target onset
002_y3_run3	A002_y3_Eprime_run3	03-03-2015	16:46:48	3	3	181	NA	FALSE	FALSE	ASRew	-1	4 samples > 14 px (10.00 max) from 159.79 (base)
002_y3_run3	A002_y3_Eprime_run3	03-03-2015	16:46:48	3	4	161	NA	FALSE	FALSE	ASNue	-1	blink before target onset
002_y3_run3	A002_y3_Eprime_run3	03-03-2015	16:46:48	3	5	164	NA	FALSE	FALSE	ASNue	-1	blink before target onset
002_y3_run3	A002_y3_Eprime_run3	03-03-2015	16:46:48	3	6	186	NA	FALSE	FALSE	ASRew	-1	blink before target onset
002_y3_run3	A002_y3_Eprime_run3	03-03-2015	16:46:48	3	7	165	NA	FALSE	FALSE	ASNue	-1	blink before target onset
002_y3_run3	A002_y3_Eprime_run3	03-03-2015	16:46:48	3	8	163	NA	FALSE	FALSE	ASNue	-1	no saccades (getSacs)
002_y3_run3	A002_y3_Eprime_run3	03-03-2015	16:46:48	3	9	164	NA	FALSE	FALSE	ASNue	-1	blink before target onset
002_y3_run3	A002_y3_Eprime_run3	03-03-2015	16:46:48	3	10	184	417	FALSE	TRUE	ASRew	2	
002_y3_run3	A002_y3_Eprime_run3	03-03-2015	16:46:48	3	11	183	549	TRUE	FALSE	ASRew	1	
002_y3_run3	A002_y3_Eprime_run3	03-03-2015	16:46:48	3	12	183	977	FALSE	FALSE	ASRew	0	
002_y3_run3	A002_y3_Eprime_run3	03-03-2015	16:46:48	3	13	182	NA	FALSE	FALSE	ASRew	-1	no saccades (getSacs)
002_y3_run3	A002_y3_Eprime_run3	03-03-2015	16:46:48	3	14	161	397	FALSE	TRUE	ASNue	2	
002_y3_run3	A002_y3_Eprime_run3	03-03-2015	16:46:48	3	15	165	441	TRUE	FALSE	ASNue	1	
002_y3_run3	A002_y3_Eprime_run3	03-03-2015	16:46:48	3	16	162	513	TRUE	FALSE	ASNue	1	
002_y3_run3	A002_y3_Eprime_run3	03-03-2015	16:46:48	3	17	166	541	TRUE	FALSE	ASNue	1	
002_y3_run3	A002_y3_Eprime_run3	03-03-2015	16:46:48	3	18	185	489	TRUE	FALSE	ASRew	1	
002_y3_run3	A002_y3_Eprime_run3	03-03-2015	16:46:48	3	19	184	545	TRUE	FALSE	ASRew	1	
002_y3_run3	A002_y3_Eprime_run3	03-03-2015	16:46:48	3	20	186	397	TRUE	FALSE	ASRew	1	
002_y3_run3	A002_y3_Eprime_run3	03-03-2015	16:46:48	3	21	166	457	TRUE	FALSE	ASNue	1	
002_y3_run3	A002_y3_Eprime_run3	03-03-2015	16:46:48	3	22	186	120	FALSE	FALSE	ASRew	0	
002_y3_run3	A002_y3_Eprime_run3	03-03-2015	16:46:48	3	23	163	NA	FALSE	FALSE	ASNue	-1	blink before target onset
002_y3_run3	A002_y3_Eprime_run3	03-03-2015	16:46:48	3	24	181	429	TRUE	FALSE	ASRew	1	
002_y3_run3	A002_y3_Eprime_run3	03-03-2015	16:46:48	3	25	161	NA	FALSE	FALSE	ASNue	-1	moving (7.292 px/60Hz) before target onset
002_y3_run3	A002_y3_Eprime_run3	03-03-2015	16:46:48	3	26	181	NA	FALSE	FALSE	ASRew	-1	blink before target onset
002_y3_run3	A002_y3_Eprime_run3	03-03-2015	16:46:48	3	27	162	392	FALSE	TRUE	ASNue	2	
002_y3_run3	A002_y3_Eprime_run3	03-03-2015	16:46:48	3	28	166	NA	FALSE	FALSE	ASNue	-1	average fixpos(75.600000) is off from baseline(130.500000)!
002_y3_run4	A002_y3_Eprime_run4	03-03-2015	16:52:56	4	1	162	NA	FALSE	FALSE	ASNue	-1	average fixpos(73.287500) is off from baseline(130.500000)!
002_y3_run4	A002_y3_Eprime_run4	03-03-2015	16:52:56	4	2	185	NA	FALSE	FALSE	ASRew	-1	start pos too far from center fix
002_y3_run4	A002_y3_Eprime_run4	03-03-2015	16:52:56	4	3	181	NA	FALSE	FALSE	ASRew	-1	start pos too far from center fix
002_y3_run4	A002_y3_Eprime_run4	03-03-2015	16:52:56	4	4	165	NA	FALSE	FALSE	ASNue	-1	average fixpos(80.475000) is off from baseline(130.500000)!
002_y3_run4	A002_y3_Eprime_run4	03-03-2015	16:52:56	4	5	185	NA	FALSE	FALSE	ASRew	-1	average fixpos(71.550000) is off from baseline(130.500000)!
002_y3_run4	A002_y3_Eprime_run4	03-03-2015	16:52:56	4	6	181	NA	FALSE	FALSE	ASRew	-1	average fixpos(73.712500) is off from baseline(130.500000)!
002_y3_run4	A002_y3_Eprime_run4	03-03-2015	16:52:56	4	7	164	NA	FALSE	FALSE	ASNue	-1	no saccades (getSacs)
002_y3_run4	A002_y3_Eprime_run4	03-03-2015	16:52:56	4	8	166	545	TRUE	FALSE	ASNue	1	
002_y3_run4	A002_y3_Eprime_run4	03-03-2015	16:52:56	4	9	165	421	FALSE	TRUE	ASNue	2	
002_y3_run4	A002_y3_Eprime_run4	03-03-2015	16:52:56	4	10	182	NA	FALSE	FALSE	ASRew	-1	3 samples > 14 px (10.00 max) from 134.43 (base)
